millis_ms,date,time,lat,lon,mag_x,mag_y,mag_z,mag_total,heading_deg,front_dist_cm,mag_samples,was_moving,ir_temp_c
771768,2026-07-23,11:04:55,46.770544,23.591565,595.7,-290.5,1311.2,1469.1,-26,999,5,0,20.55
774140,2026-07-23,11:04:57,46.770543,23.591557,-138.7,-666.2,1375.9,1535.0,-102,999,5,0,20.53
776703,2026-07-23,11:04:59,46.770543,23.591551,33.8,-686.3,1392.7,1553.0,-87,999,5,0,20.5
779220,2026-07-23,11:05:02,46.770543,23.591542,52.1,-666.5,1315.4,1475.6,-86,999,5,0,20.5
781493,2026-07-23,11:05:04,46.770544,23.591534,2.2,-686.6,1396.7,1556.4,-90,999,5,0,20.4
783794,2026-07-23,11:05:07,46.770544,23.591526,-6.5,-705.6,1356.8,1529.3,-91,999,5,0,20.44
786282,2026-07-23,11:05:09,46.770544,23.591518,-4.0,-710.1,1369.9,1543.0,-90,999,5,0,20.62
788803,2026-07-23,11:05:12,46.770544,23.591509,54.4,-663.9,1359.5,1514.0,-85,999,5,0,20.54
791145,2026-07-23,11:05:14,46.770544,23.5915,-40.0,-675.1,1377.7,1534.7,-93,999,5,0,20.55
793592,2026-07-23,11:05:16,46.770544,23.591492,-150.4,-699.6,1434.7,1603.3,-102,999,5,0,20.56
796137,2026-07-23,11:05:19,46.770542,23.591483,-147.0,-698.0,1376.5,1550.3,-102,999,5,0,20.52
798588,2026-07-23,11:05:21,46.770541,23.591475,34.1,-671.6,1351.8,1509.8,-87,999,5,0,20.67
800813,2026-07-23,11:05:24,46.770542,23.591465,-21.6,-713.4,1374.4,1548.7,-92,999,5,0,20.5
803155,2026-07-23,11:05:26,46.770542,23.591457,-53.2,-679.9,1342.4,1505.7,-94,999,5,0,20.61
805635,2026-07-23,11:05:28,46.770542,23.591451,-19.2,-727.1,1407.6,1584.4,-92,999,5,0,20.73
808074,2026-07-23,11:05:31,46.770541,23.591443,-131.6,-662.5,1399.9,1554.4,-101,999,5,0,20.71
810465,2026-07-23,11:05:33,46.770541,23.591435,57.7,-695.3,1316.9,1490.3,-85,999,5,0,20.78
812734,2026-07-23,11:05:35,46.770541,23.591424,50.4,-666.8,1397.2,1549.0,-86,999,5,0,20.78
815210,2026-07-23,11:05:38,46.770542,23.591418,-45.9,-698.7,1360.0,1529.6,-94,999,5,0,20.68
817571,2026-07-23,11:05:40,46.770541,23.591409,85.2,-716.1,1412.7,1586.1,-83,999,5,0,20.83
820197,2026-07-23,11:05:43,46.770541,23.591402,67.2,-715.2,1347.3,1526.8,-85,999,5,0,20.94
822499,2026-07-23,11:05:45,46.770542,23.591392,11.5,-757.0,1427.9,1616.2,-89,94,5,0,20.88
824970,2026-07-23,11:05:48,46.770542,23.591385,0.4,-750.5,1379.7,1570.6,-90,999,5,0,20.76
827273,2026-07-23,11:05:50,46.770541,23.591371,52.8,-734.4,1493.9,1665.5,-86,999,5,0,20.84
829653,2026-07-23,11:05:52,46.770543,23.591366,156.3,-701.2,1452.0,1620.0,-77,999,5,0,21.03
832061,2026-07-23,11:05:55,46.770543,23.591359,91.6,-718.5,1447.5,1618.6,-83,999,5,0,21.02
834482,2026-07-23,11:05:57,46.770543,23.591349,-4.1,-775.5,1453.3,1647.2,-90,405,5,0,20.89
837053,2026-07-23,11:06:00,46.770542,23.591338,159.6,-760.2,1512.7,1700.5,-78,197,5,0,20.97
839484,2026-07-23,11:06:02,46.770544,23.591335,30.1,-729.3,1422.3,1598.6,-88,999,5,0,21.21
842014,2026-07-23,11:06:05,46.770542,23.591325,-176.6,-682.9,1480.7,1640.2,-104,999,5,0,20.93
844458,2026-07-23,11:06:07,46.770541,23.591318,83.1,-798.4,1465.9,1671.3,-84,296,5,0,21.02
846978,2026-07-23,11:06:10,46.770542,23.591309,19.8,-709.5,1400.3,1569.9,-88,418,5,0,20.91
849446,2026-07-23,11:06:12,46.770543,23.591299,76.7,-703.2,1372.6,1544.1,-84,999,5,0,20.89
852094,2026-07-23,11:06:15,46.770542,23.591291,-60.8,-701.3,1340.8,1514.4,-95,999,5,0,21.09
854570,2026-07-23,11:06:17,46.770542,23.591283,-8.6,-735.3,1405.5,1586.2,-91,999,5,0,21.16
857048,2026-07-23,11:06:20,46.770543,23.591273,19.4,-699.0,1419.4,1582.4,-88,999,5,0,21.01
859368,2026-07-23,11:06:22,46.770543,23.591264,31.2,-670.7,1361.3,1517.9,-87,999,5,0,21.06
861794,2026-07-23,11:06:25,46.770543,23.591256,-52.4,-672.1,1358.9,1516.9,-94,999,5,0,20.92
864325,2026-07-23,11:06:27,46.770542,23.591251,-16.5,-690.4,1356.3,1522.0,-91,999,5,0,20.98
866713,2026-07-23,11:06:29,46.770543,23.591239,56.3,-678.7,1340.4,1503.5,-85,999,5,0,21.02
869080,2026-07-23,11:06:32,46.770543,23.591233,65.5,-699.7,1415.7,1580.5,-85,999,5,0,20.72
871666,2026-07-23,11:06:34,46.770543,23.591222,103.4,-675.9,1338.1,1502.7,-81,999,5,0,20.78
874086,2026-07-23,11:06:37,46.770544,23.591216,26.6,-668.3,1327.9,1486.9,-88,999,5,0,20.88
876586,2026-07-23,11:06:39,46.770543,23.591207,673.8,-242.0,1443.3,1611.1,-20,999,5,0,20.82
879056,2026-07-23,11:06:42,46.770564,23.591206,636.7,187.9,1350.4,1504.7,16,999,5,0,20.73
881393,2026-07-23,11:06:44,46.770564,23.591215,-51.7,716.6,1419.0,1590.5,94,999,5,0,20.86
883898,2026-07-23,11:06:47,46.770564,23.591224,-21.1,698.3,1378.5,1545.4,92,999,5,0,21.06
886373,2026-07-23,11:06:49,46.770564,23.59123,66.8,665.6,1309.1,1470.1,84,419,5,0,20.95
888771,2026-07-23,11:06:52,46.770565,23.591243,61.3,743.0,1377.3,1566.1,85,186,5,0,20.97
891312,2026-07-23,11:06:54,46.770566,23.591247,37.0,655.6,1328.2,1481.7,87,999,5,0,21.17
893825,2026-07-23,11:06:57,46.770565,23.591258,4.8,773.6,1516.0,1702.0,90,999,5,0,21.15
896306,2026-07-23,11:06:59,46.770566,23.591265,70.3,683.9,1305.3,1475.3,84,271,5,0,21.07
898655,2026-07-23,11:07:01,46.770566,23.591274,57.1,743.1,1458.9,1638.3,86,999,5,0,21.03
900876,2026-07-23,11:07:04,46.770567,23.591282,-27.7,672.0,1334.5,1494.4,92,999,5,0,21.07
903302,2026-07-23,11:07:06,46.770566,23.591288,-77.9,670.4,1334.3,1495.3,97,999,5,0,21.08
905740,2026-07-23,11:07:09,46.770565,23.591297,-144.3,740.3,1462.9,1645.9,101,999,5,0,21.14
908262,2026-07-23,11:07:11,46.770563,23.591308,-153.8,712.6,1397.6,1576.3,102,999,5,0,21.29
910629,2026-07-23,11:07:13,46.770562,23.591318,-143.4,669.7,1409.4,1567.0,102,157,5,0,21.25
913114,2026-07-23,11:07:16,46.770561,23.591322,-198.0,731.4,1475.2,1658.4,105,999,5,0,21.19
915536,2026-07-23,11:07:18,46.77056,23.591332,-53.2,674.7,1307.3,1472.1,95,999,5,0,20.95
917897,2026-07-23,11:07:21,46.77056,23.59134,146.8,761.6,1464.7,1657.4,79,999,5,0,21.11
920184,2026-07-23,11:07:23,46.770561,23.591349,47.7,747.1,1401.0,1588.5,86,999,5,0,21.16
922674,2026-07-23,11:07:25,46.770562,23.591358,34.8,724.2,1372.2,1552.0,87,356,5,0,20.96
925047,2026-07-23,11:07:28,46.770562,23.591367,8.2,748.8,1393.5,1581.9,89,999,5,0,20.95
927428,2026-07-23,11:07:30,46.770562,23.591374,-105.7,684.8,1400.4,1562.5,99,400,5,0,21.01
929982,2026-07-23,11:07:33,46.770561,23.591383,-41.9,753.3,1444.6,1629.8,93,999,5,0,21.02
932519,2026-07-23,11:07:35,46.770562,23.591391,6.2,658.0,1339.8,1492.7,89,999,5,0,20.93
934961,2026-07-23,11:07:38,46.770562,23.591399,2.4,743.3,1408.0,1592.1,90,999,5,0,20.93
937270,2026-07-23,11:07:40,46.770562,23.591409,83.1,680.6,1371.9,1533.7,83,999,5,0,20.61
939683,2026-07-23,11:07:42,46.770562,23.591416,80.2,738.6,1414.5,1597.7,84,999,5,0,20.92
942188,2026-07-23,11:07:45,46.770562,23.591422,121.6,689.7,1375.0,1543.0,80,999,5,0,20.84
944632,2026-07-23,11:07:47,46.770563,23.591432,96.4,692.0,1398.1,1562.9,82,999,5,0,20.91
947016,2026-07-23,11:07:50,46.770563,23.591441,-20.5,719.5,1376.1,1553.0,92,376,5,0,20.92
949450,2026-07-23,11:07:52,46.770563,23.591451,44.4,741.9,1394.3,1580.1,87,999,5,0,20.8
951984,2026-07-23,11:07:55,46.770563,23.591458,35.8,702.7,1380.1,1549.2,87,999,5,0,20.68
954332,2026-07-23,11:07:57,46.770563,23.591466,-15.2,700.0,1430.7,1592.8,91,999,5,0,20.67
956828,2026-07-23,11:08:00,46.770562,23.591475,-34.2,709.0,1381.7,1553.4,93,999,5,0,20.63
959193,2026-07-23,11:08:02,46.770562,23.591484,-45.9,684.7,1374.2,1536.1,94,999,5,0,20.69
961522,2026-07-23,11:08:04,46.770562,23.591494,9.8,733.2,1428.4,1605.6,89,999,5,0,20.76
963976,2026-07-23,11:08:07,46.770562,23.591501,42.2,649.9,1376.1,1522.4,86,999,5,0,20.77
966256,2026-07-23,11:08:09,46.770562,23.591509,9.7,729.7,1406.0,1584.1,89,999,5,0,20.65
968674,2026-07-23,11:08:11,46.770562,23.591516,-26.8,700.6,1367.8,1537.0,92,999,5,0,20.62
971220,2026-07-23,11:08:14,46.770561,23.591524,20.3,710.9,1313.3,1493.5,88,999,5,0,20.8
973539,2026-07-23,11:08:16,46.770562,23.591533,39.8,677.0,1365.0,1524.2,87,999,5,0,20.56
976059,2026-07-23,11:08:19,46.770563,23.591542,159.2,683.7,1396.8,1563.3,77,999,5,0,20.49
978571,2026-07-23,11:08:21,46.770564,23.59155,87.3,653.8,1305.8,1462.9,82,999,5,0,20.64
981047,2026-07-23,11:08:24,46.770563,23.591559,28.2,712.6,1381.1,1554.4,88,999,5,0,20.82
983515,2026-07-23,11:08:26,46.770563,23.591568,4.7,684.3,1311.1,1478.9,90,135,5,0,20.68
