millis_ms,date,time,lat,lon,mag_x,mag_y,mag_z,mag_total,heading_deg,front_dist_cm,mag_samples,was_moving,ir_temp_c
602174,2026-07-23,10:28:36,46.770502,23.591391,-72.4,-699.7,1427.0,1591.0,-96,999,5,0,20.7
604555,2026-07-23,10:28:38,46.770501,23.591384,-97.3,-622.3,1299.5,1444.0,-99,999,5,0,20.9
606993,2026-07-23,10:28:41,46.770501,23.591376,-7.5,-722.5,1362.4,1542.2,-91,999,5,0,20.88
609442,2026-07-23,10:28:43,46.770502,23.591368,250.6,-742.2,1420.4,1622.1,-71,999,5,0,20.79
611879,2026-07-23,10:28:46,46.770503,23.591358,49.6,-703.7,1392.9,1561.4,-86,197,5,0,20.86
614412,2026-07-23,10:28:48,46.770503,23.591348,-28.6,-663.8,1417.0,1565.0,-92,999,5,0,20.82
616975,2026-07-23,10:28:51,46.770503,23.591341,143.0,-703.8,1390.8,1565.3,-79,375,5,0,20.94
619355,2026-07-23,10:28:53,46.770504,23.591332,70.1,-683.5,1380.6,1542.1,-84,94,5,0,20.89
621719,2026-07-23,10:28:56,46.770504,23.591324,-180.3,-704.5,1448.5,1620.8,-104,70,5,0,21.02
624131,2026-07-23,10:28:58,46.770502,23.591317,-181.2,-691.6,1413.2,1583.8,-105,999,5,0,20.97
626526,2026-07-23,10:29:00,46.770502,23.591308,21.5,-680.4,1385.6,1543.8,-88,999,5,0,20.94
629082,2026-07-23,10:29:03,46.770503,23.591296,86.9,-699.0,1388.0,1556.5,-83,999,5,0,21.11
635488,2026-07-23,10:29:09,46.770504,23.591292,100.3,-712.6,1384.2,1560.1,-82,20,5,0,20.97
637813,2026-07-23,10:29:12,46.770504,23.591283,-5.6,-729.5,1411.1,1588.5,-90,999,5,0,21.01
640342,2026-07-23,10:29:14,46.770503,23.591271,31.4,-702.5,1365.5,1535.9,-87,179,5,0,20.81
642894,2026-07-23,10:29:17,46.770504,23.591266,-95.9,-718.4,1460.5,1630.4,-98,999,5,0,20.91
645296,2026-07-23,10:29:19,46.770502,23.591258,-76.2,-758.3,1422.1,1613.4,-96,999,5,0,20.97
647849,2026-07-23,10:29:22,46.770502,23.591249,28.6,-675.1,1363.1,1521.3,-88,384,5,0,20.85
650402,2026-07-23,10:29:24,46.770504,23.591241,77.8,-694.7,1387.7,1553.9,-84,999,5,0,20.83
652797,2026-07-23,10:29:27,46.770504,23.591231,101.9,-717.7,1431.0,1604.2,-82,999,5,0,20.76
655148,2026-07-23,10:29:29,46.770504,23.591218,-32.2,-688.7,1333.7,1501.4,-93,999,5,0,20.73
657752,2026-07-23,10:29:32,46.770504,23.591214,-97.2,-718.4,1412.9,1588.0,-98,173,5,0,20.77
660274,2026-07-23,10:29:34,46.770504,23.591209,657.9,-211.7,1349.4,1516.1,-18,999,5,0,20.72
662639,2026-07-23,10:29:37,46.770523,23.591204,708.1,45.7,1374.7,1547.0,4,999,5,0,20.79
665066,2026-07-23,10:29:39,46.770524,23.591215,31.2,718.7,1353.8,1533.0,88,142,5,0,20.76
667475,2026-07-23,10:29:41,46.770524,23.591221,-72.2,740.7,1422.6,1605.5,96,999,5,0,20.8
670046,2026-07-23,10:29:44,46.770523,23.591231,-63.8,744.5,1388.9,1577.1,95,999,5,0,20.86
672527,2026-07-23,10:29:46,46.770523,23.59124,-21.2,689.3,1405.3,1565.4,92,999,5,0,20.99
674944,2026-07-23,10:29:49,46.770524,23.59125,68.1,708.3,1363.4,1537.9,85,999,5,0,20.88
677415,2026-07-23,10:29:51,46.770524,23.591258,116.4,713.6,1425.4,1598.3,81,999,5,0,21.0
679861,2026-07-23,10:29:54,46.770526,23.591265,182.2,658.7,1334.6,1499.4,75,999,5,0,20.99
682289,2026-07-23,10:29:56,46.770526,23.591271,95.0,686.2,1346.1,1513.9,82,999,5,0,20.9
684741,2026-07-23,10:29:59,46.770527,23.591283,2.8,665.1,1338.6,1494.7,90,999,5,0,20.96
687057,2026-07-23,10:30:01,46.770526,23.591295,33.9,723.6,1531.8,1694.5,87,142,5,0,21.15
689504,2026-07-23,10:30:03,46.770527,23.591295,52.6,778.4,1457.7,1653.3,86,999,5,0,21.06
691926,2026-07-23,10:30:06,46.770527,23.591306,2.5,641.1,1339.8,1485.3,90,999,5,0,20.93
694257,2026-07-23,10:30:08,46.770527,23.591317,28.9,759.8,1430.2,1619.8,88,74,5,0,20.81
696766,2026-07-23,10:30:11,46.770528,23.591325,-20.0,711.4,1327.0,1505.8,92,999,5,0,20.9
699165,2026-07-23,10:30:13,46.770527,23.591332,-113.6,715.0,1496.0,1662.0,99,46,5,0,20.98
701470,2026-07-23,10:30:15,46.770526,23.591343,-68.5,667.1,1320.6,1481.1,96,999,5,0,20.99
703896,2026-07-23,10:30:18,46.770526,23.591348,78.0,714.2,1400.3,1573.9,84,382,5,0,20.85
706412,2026-07-23,10:30:20,46.770527,23.591357,68.3,648.4,1353.2,1502.1,84,171,5,0,20.91
708704,2026-07-23,10:30:23,46.770527,23.591366,28.5,684.2,1307.3,1475.8,88,288,5,0,20.93
711279,2026-07-23,10:30:25,46.770528,23.591374,-31.1,756.9,1418.2,1607.8,92,195,5,0,20.82
713811,2026-07-23,10:30:28,46.770527,23.591381,48.3,694.5,1377.8,1543.7,86,999,5,0,20.82
716436,2026-07-23,10:30:30,46.770528,23.591391,-122.4,723.7,1482.4,1654.2,100,999,5,0,20.84
719012,2026-07-23,10:30:33,46.770527,23.591402,-81.7,642.5,1284.0,1438.1,97,133,5,0,20.85
721437,2026-07-23,10:30:35,46.770526,23.591406,-97.7,744.8,1432.6,1617.6,97,999,5,0,20.71
723884,2026-07-23,10:30:38,46.770526,23.591414,5.7,644.4,1342.9,1489.5,89,999,5,0,20.72
726326,2026-07-23,10:30:40,46.770526,23.591423,-120.0,691.5,1323.8,1498.3,100,999,5,0,20.63
728756,2026-07-23,10:30:43,46.770525,23.591432,22.5,739.4,1398.6,1582.2,88,999,5,0,20.67
731162,2026-07-23,10:30:45,46.770526,23.591443,52.2,696.4,1384.0,1550.2,86,267,5,0,20.65
733670,2026-07-23,10:30:48,46.770526,23.591451,-10.8,787.5,1434.8,1636.7,91,999,5,0,20.43
736119,2026-07-23,10:30:50,46.770526,23.59146,-26.8,695.9,1330.5,1501.7,92,271,5,0,20.43
738509,2026-07-23,10:30:52,46.770526,23.591466,16.9,707.6,1453.2,1616.4,89,999,5,0,20.54
740913,2026-07-23,10:30:55,46.770526,23.591473,35.6,642.9,1293.9,1445.2,87,999,5,0,20.38
743398,2026-07-23,10:30:57,46.770526,23.591483,76.9,722.5,1476.5,1645.6,84,60,5,0,20.67
745776,2026-07-23,10:31:00,46.770527,23.591489,-25.2,690.8,1387.4,1550.1,92,999,5,0,20.45
748099,2026-07-23,10:31:02,46.770527,23.591501,-14.7,704.1,1405.0,1571.6,91,999,5,0,20.49
750507,2026-07-23,10:31:04,46.770527,23.591507,-9.9,749.7,1453.3,1635.3,91,999,5,0,20.54
752977,2026-07-23,10:31:07,46.770527,23.591519,-2.4,737.9,1370.9,1556.9,90,999,5,0,20.59
755407,2026-07-23,10:31:09,46.770526,23.591523,-115.9,742.9,1475.7,1656.2,99,156,5,0,20.45
757752,2026-07-23,10:31:12,46.770525,23.591531,-119.1,660.5,1278.1,1443.7,100,386,5,0,20.37
760295,2026-07-23,10:31:14,46.770525,23.591543,62.0,689.3,1409.5,1570.2,85,71,5,0,20.38
762689,2026-07-23,10:31:17,46.770525,23.591548,-66.3,675.9,1345.7,1507.3,96,999,5,0,20.51
765028,2026-07-23,10:31:19,46.770524,23.591558,-128.4,707.1,1382.3,1557.9,100,262,5,0,20.45
767501,2026-07-23,10:31:21,46.770523,23.591566,668.4,201.6,1378.5,1545.2,17,999,5,0,20.64
769910,2026-07-23,10:31:24,46.770545,23.591566,666.4,-177.6,1359.1,1524.0,-15,999,5,0,20.6
772286,2026-07-23,10:31:26,46.770545,23.591557,44.0,-724.5,1328.0,1513.4,-87,999,5,0,20.68
774710,2026-07-23,10:31:29,46.770545,23.591551,-115.3,-694.8,1465.5,1625.9,-99,158,5,0,20.57
777264,2026-07-23,10:31:31,46.770544,23.591542,-113.1,-650.6,1272.9,1434.0,-100,302,5,0,20.6
779880,2026-07-23,10:31:34,46.770544,23.591533,-170.5,-670.2,1401.2,1562.6,-104,999,5,0,20.45
782346,2026-07-23,10:31:36,46.770542,23.591524,-77.5,-709.6,1379.8,1553.5,-96,227,5,0,20.49
787591,2026-07-23,10:31:42,46.770543,23.591516,103.3,-684.8,1293.5,1467.2,-81,11,5,0,20.69
790076,2026-07-23,10:31:44,46.770544,23.591509,13.0,-689.8,1366.1,1530.4,-89,999,5,0,20.64
792493,2026-07-23,10:31:46,46.770543,23.591501,-48.9,-667.2,1403.6,1554.8,-94,999,5,0,20.36
794859,2026-07-23,10:31:49,46.770544,23.591492,166.3,-653.3,1367.7,1524.8,-76,999,5,0,20.61
797252,2026-07-23,10:31:51,46.770545,23.591483,155.1,-655.9,1315.1,1477.7,-77,999,5,0,20.58
799712,2026-07-23,10:31:54,46.770545,23.591475,81.8,-717.4,1464.4,1632.8,-83,166,5,0,20.49
802190,2026-07-23,10:31:56,46.770546,23.591465,25.6,-676.9,1285.2,1452.8,-88,51,5,0,20.52
804482,2026-07-23,10:31:58,46.770546,23.591454,182.3,-748.2,1442.9,1635.6,-76,999,5,0,20.67
806898,2026-07-23,10:32:01,46.770547,23.591451,231.2,-652.3,1369.4,1534.4,-70,999,5,0,20.48
809256,2026-07-23,10:32:03,46.770548,23.591441,144.7,-657.3,1360.1,1517.5,-78,999,5,0,20.7
811699,2026-07-23,10:32:06,46.770549,23.591436,7.4,-693.9,1370.1,1535.9,-89,276,5,0,20.7
814189,2026-07-23,10:32:08,46.770549,23.591424,-12.5,-711.0,1379.1,1551.6,-91,999,5,0,20.72
816562,2026-07-23,10:32:10,46.770549,23.591418,36.7,-677.0,1399.7,1555.3,-87,164,5,0,20.82
819153,2026-07-23,10:32:13,46.770549,23.59141,-86.4,-670.4,1406.8,1560.8,-97,999,5,0,20.73
821675,2026-07-23,10:32:16,46.770548,23.591397,-7.0,-730.1,1377.5,1559.0,-91,999,5,0,20.85
824240,2026-07-23,10:32:18,46.770549,23.591391,-10.5,-679.4,1359.6,1519.9,-91,999,5,0,20.77
826686,2026-07-23,10:32:21,46.770548,23.591382,41.9,-729.4,1396.3,1575.9,-87,999,5,0,20.81
829138,2026-07-23,10:32:23,46.770549,23.591374,-40.9,-708.9,1374.9,1547.4,-93,999,5,0,20.94
831445,2026-07-23,10:32:25,46.770548,23.591367,-61.7,-684.8,1293.5,1464.9,-95,999,5,0,20.95
833755,2026-07-23,10:32:28,46.770547,23.591356,-67.8,-671.3,1320.5,1482.9,-96,148,5,0,20.92
836250,2026-07-23,10:32:30,46.770547,23.591351,-9.8,-685.1,1332.1,1497.9,-91,999,5,0,20.93
838602,2026-07-23,10:32:33,46.770547,23.591342,-126.3,-754.7,1497.0,1681.3,-99,999,5,0,21.02
840996,2026-07-23,10:32:35,46.770544,23.591331,-138.8,-685.1,1325.1,1498.2,-101,999,5,0,21.15
843453,2026-07-23,10:32:37,46.770545,23.591323,-33.8,-734.1,1497.3,1667.9,-93,335,5,0,21.03
845719,2026-07-23,10:32:40,46.770544,23.591315,-33.2,-708.9,1365.6,1539.0,-93,999,5,0,21.1
848065,2026-07-23,10:32:42,46.770544,23.591308,-33.0,-702.6,1393.4,1560.9,-93,999,5,0,21.16
850651,2026-07-23,10:32:45,46.770543,23.591299,61.4,-702.8,1390.8,1559.5,-85,999,5,0,20.93
853208,2026-07-23,10:32:47,46.770545,23.59129,119.4,-693.2,1384.5,1553.0,-80,999,5,0,21.08
855705,2026-07-23,10:32:50,46.770546,23.591283,103.1,-724.2,1434.0,1609.8,-82,55,5,0,20.96
858069,2026-07-23,10:32:52,46.770545,23.591274,-80.4,-644.7,1303.5,1456.5,-97,999,5,0,21.09
860596,2026-07-23,10:32:55,46.770544,23.591265,-48.6,-719.7,1424.1,1596.3,-94,999,5,0,20.86
863014,2026-07-23,10:32:57,46.770545,23.591259,96.5,-645.1,1292.1,1447.4,-81,999,5,0,20.92
865504,2026-07-23,10:32:59,46.770545,23.591249,-18.0,-772.1,1432.5,1627.4,-91,999,5,0,20.87
867987,2026-07-23,10:33:02,46.770544,23.591238,-42.5,-670.5,1305.1,1467.9,-94,999,5,0,20.91
870501,2026-07-23,10:33:04,46.770544,23.59123,8.3,-698.4,1417.1,1579.9,-89,999,5,0,20.8
873016,2026-07-23,10:33:07,46.770544,23.591222,-136.7,-661.1,1282.0,1448.9,-102,999,5,0,20.73
875474,2026-07-23,10:33:09,46.770542,23.591213,-50.7,-662.8,1362.7,1516.2,-94,999,5,0,20.98
877853,2026-07-23,10:33:12,46.770543,23.591205,757.0,-52.8,1378.2,1573.3,-4,999,5,0,20.73
880218,2026-07-23,10:33:14,46.770564,23.591206,679.2,173.6,1342.0,1514.0,14,348,5,0,20.89
882770,2026-07-23,10:33:17,46.770564,23.591214,32.6,686.6,1373.3,1535.7,87,999,5,0,21.06
885193,2026-07-23,10:33:19,46.770564,23.591222,-28.8,750.7,1414.3,1601.4,92,999,5,0,20.94
887495,2026-07-23,10:33:21,46.770563,23.591233,-82.0,685.1,1360.2,1525.2,97,115,5,0,21.1
890020,2026-07-23,10:33:24,46.770561,23.591241,-36.6,710.1,1340.3,1517.2,93,999,5,0,20.9
892393,2026-07-23,10:33:26,46.770563,23.591248,6.9,709.4,1344.1,1519.8,89,999,5,0,21.08
895032,2026-07-23,10:33:29,46.770563,23.591258,-36.4,765.3,1421.5,1614.8,93,999,5,0,21.24
897421,2026-07-23,10:33:31,46.770563,23.591264,62.7,717.5,1393.1,1568.3,85,999,5,0,20.98
899772,2026-07-23,10:33:34,46.770563,23.591274,49.2,742.5,1453.2,1632.7,86,999,5,0,21.11
902291,2026-07-23,10:33:36,46.770564,23.591282,63.1,684.6,1352.4,1517.1,85,999,5,0,21.16
904838,2026-07-23,10:33:39,46.770564,23.591291,117.1,723.7,1409.9,1589.1,81,999,5,0,21.23
907229,2026-07-23,10:33:41,46.770566,23.591298,68.4,696.8,1435.9,1597.5,84,999,5,0,21.0
909724,2026-07-23,10:33:44,46.770567,23.59131,-18.0,682.7,1408.9,1565.7,92,999,5,0,21.22
912148,2026-07-23,10:33:46,46.770566,23.591316,-123.4,754.7,1455.2,1643.9,99,999,5,0,21.2
914721,2026-07-23,10:33:49,46.770565,23.591325,-165.8,674.3,1368.9,1535.0,104,999,5,0,20.96
917160,2026-07-23,10:33:51,46.770565,23.591332,-142.6,750.3,1466.6,1653.6,101,999,5,0,21.04
919612,2026-07-23,10:33:54,46.770564,23.59134,91.4,672.3,1347.7,1508.9,82,999,5,0,21.06
922029,2026-07-23,10:33:56,46.770566,23.59135,86.9,731.4,1519.0,1688.2,83,999,5,0,21.01
924370,2026-07-23,10:33:58,46.770565,23.591358,52.6,704.4,1392.6,1561.5,86,999,5,0,21.05
926849,2026-07-23,10:34:01,46.770566,23.591366,101.2,725.2,1412.5,1591.0,82,389,5,0,21.03
929175,2026-07-23,10:34:03,46.770566,23.591375,20.2,717.4,1400.6,1573.7,88,402,5,0,21.01
931503,2026-07-23,10:34:05,46.770567,23.591381,90.1,654.2,1291.2,1450.3,82,999,5,0,21.02
933991,2026-07-23,10:34:08,46.770567,23.591392,50.0,768.1,1430.4,1624.4,86,999,5,0,21.09
936469,2026-07-23,10:34:10,46.770567,23.591403,51.0,666.2,1395.3,1547.0,86,999,5,0,21.08
938912,2026-07-23,10:34:13,46.770568,23.591407,-56.3,730.6,1458.3,1632.1,94,316,5,0,20.98
941266,2026-07-23,10:34:15,46.770567,23.591417,54.0,676.4,1323.7,1487.5,85,173,5,0,20.74
943755,2026-07-23,10:34:18,46.770568,23.591425,109.5,696.3,1373.8,1544.0,81,999,5,0,20.63
946152,2026-07-23,10:34:20,46.770569,23.591433,-56.5,709.8,1403.8,1574.0,95,89,5,0,20.89
948718,2026-07-23,10:34:23,46.770567,23.591443,-45.3,703.2,1364.2,1535.4,94,999,5,0,20.79
951160,2026-07-23,10:34:25,46.770567,23.591452,-107.7,688.6,1349.3,1518.7,99,999,5,0,20.66
953707,2026-07-23,10:34:28,46.770566,23.591458,-55.2,680.2,1268.2,1440.2,95,999,5,0,20.82
956137,2026-07-23,10:34:30,46.770567,23.591467,192.2,745.8,1463.5,1653.8,76,999,5,0,20.85
958506,2026-07-23,10:34:32,46.770568,23.591476,8.2,690.9,1337.3,1505.3,89,382,5,0,20.81
960945,2026-07-23,10:34:35,46.770568,23.591484,-1.0,714.6,1354.7,1531.6,90,999,5,0,20.74
963283,2026-07-23,10:34:37,46.770568,23.591492,-93.9,680.6,1341.5,1507.2,98,999,5,0,20.66
965687,2026-07-23,10:34:40,46.770567,23.591498,-49.7,687.2,1334.2,1501.6,94,999,5,0,20.66
967970,2026-07-23,10:34:42,46.770567,23.591508,-71.2,741.5,1437.7,1619.3,95,999,5,0,20.6
970464,2026-07-23,10:34:44,46.770567,23.591516,-52.2,640.4,1313.0,1461.8,95,999,5,0,20.72
972943,2026-07-23,10:34:47,46.770565,23.591527,-246.8,676.8,1460.8,1628.8,110,999,5,0,20.49
975418,2026-07-23,10:34:49,46.770564,23.591534,-106.5,635.7,1279.6,1432.7,100,999,5,0,20.68
977769,2026-07-23,10:34:52,46.770564,23.591542,-39.0,759.3,1451.6,1638.7,93,999,5,0,20.69
980188,2026-07-23,10:34:54,46.770563,23.591551,14.1,677.0,1307.0,1472.0,89,999,5,0,20.71
982702,2026-07-23,10:34:57,46.770564,23.591558,-45.5,752.0,1383.4,1575.2,93,148,5,0,20.85
985227,2026-07-23,10:34:59,46.770563,23.591568,-46.2,728.3,1382.3,1563.1,94,999,5,0,20.8
