millis_ms,date,time,lat,lon,mag_x,mag_y,mag_z,mag_total,heading_deg,front_dist_cm,mag_samples,was_moving,ir_temp_c
187136,2026-07-23,10:21:41,46.770423,23.591323,-12.7,-670.9,1348.0,1505.7,-91,999,5,0,21.25
189617,2026-07-23,10:21:44,46.770422,23.591316,-64.1,-762.6,1511.7,1694.4,-95,999,5,0,21.05
191954,2026-07-23,10:21:46,46.770422,23.591307,-63.6,-673.7,1357.8,1517.1,-95,999,5,0,21.14
194478,2026-07-23,10:21:48,46.770421,23.591299,-41.8,-706.2,1449.0,1612.4,-93,999,5,0,21.26
197125,2026-07-23,10:21:51,46.770421,23.591293,188.7,-742.0,1498.8,1683.0,-76,999,5,0,21.14
199608,2026-07-23,10:21:54,46.770423,23.591284,53.3,-714.7,1378.7,1553.8,-86,93,5,0,21.41
202095,2026-07-23,10:21:56,46.770423,23.591274,5.2,-770.5,1466.1,1656.2,-90,367,5,0,21.34
204695,2026-07-23,10:21:59,46.770423,23.591265,91.1,-718.7,1387.1,1564.8,-83,414,5,0,21.38
207172,2026-07-23,10:22:01,46.770425,23.591254,71.5,-768.3,1457.4,1649.1,-85,88,5,0,21.23
209719,2026-07-23,10:22:04,46.770425,23.591249,-22.2,-726.6,1458.8,1629.8,-92,999,5,0,21.32
212069,2026-07-23,10:22:06,46.770425,23.591242,55.4,-752.1,1426.5,1613.6,-86,999,5,0,21.3
214437,2026-07-23,10:22:08,46.770426,23.591231,32.8,-779.1,1503.5,1693.6,-88,999,5,0,21.29
216980,2026-07-23,10:22:11,46.770425,23.591222,-101.0,-734.6,1456.6,1634.5,-98,999,5,0,20.97
219317,2026-07-23,10:22:13,46.770425,23.591216,-91.3,-700.0,1430.3,1595.0,-97,354,5,0,21.03
221816,2026-07-23,10:22:16,46.770424,23.591206,686.4,-191.8,1405.1,1575.5,-16,999,5,0,21.04
224182,2026-07-23,10:22:18,46.770444,23.591208,660.8,279.0,1375.8,1551.6,23,364,5,0,21.07
226675,2026-07-23,10:22:21,46.770444,23.591215,59.4,713.5,1393.3,1566.5,85,999,5,0,21.03
229157,2026-07-23,10:22:23,46.770444,23.591225,34.9,698.8,1379.9,1547.2,87,999,5,0,21.01
231642,2026-07-23,10:22:26,46.770445,23.59123,171.3,654.8,1375.3,1532.8,75,211,5,0,21.07
233988,2026-07-23,10:22:28,46.770445,23.591242,46.4,672.7,1389.3,1544.3,86,999,5,0,21.01
236501,2026-07-23,10:22:30,46.770447,23.591249,100.1,675.3,1312.2,1479.1,82,166,5,0,21.07
239071,2026-07-23,10:22:33,46.770446,23.591257,-85.8,733.5,1450.5,1627.7,97,84,5,0,21.19
241509,2026-07-23,10:22:35,46.770446,23.591267,-39.8,665.7,1299.4,1460.5,93,999,5,0,21.11
243942,2026-07-23,10:22:38,46.770446,23.591274,-111.0,738.5,1466.8,1645.9,99,999,5,0,21.16
246316,2026-07-23,10:22:40,46.770445,23.59128,-196.0,703.9,1383.6,1564.7,106,170,5,0,21.22
248845,2026-07-23,10:22:43,46.770444,23.591291,-128.3,702.3,1389.1,1561.8,100,999,5,0,21.3
251264,2026-07-23,10:22:45,46.770443,23.591298,-78.2,693.8,1383.5,1549.7,96,999,5,0,21.09
253693,2026-07-23,10:22:48,46.770443,23.591309,70.8,700.9,1368.6,1539.3,84,999,5,0,21.28
256153,2026-07-23,10:22:50,46.770444,23.591317,64.2,713.0,1442.6,1610.5,85,999,5,0,21.1
258588,2026-07-23,10:22:52,46.770446,23.591324,191.0,669.2,1325.0,1496.6,74,999,5,0,21.13
260857,2026-07-23,10:22:55,46.770446,23.591334,-99.6,751.4,1435.6,1623.4,98,153,5,0,21.14
263348,2026-07-23,10:22:57,46.770445,23.591341,-130.1,692.2,1366.5,1537.4,101,324,5,0,21.09
265691,2026-07-23,10:23:00,46.770445,23.591349,0.5,719.7,1391.8,1566.9,90,307,5,0,21.14
268281,2026-07-23,10:23:02,46.770444,23.591357,-35.3,693.7,1350.4,1518.6,93,999,5,0,21.15
270800,2026-07-23,10:23:05,46.770445,23.591369,97.3,734.8,1457.9,1635.5,82,297,5,0,21.16
273187,2026-07-23,10:23:07,46.770444,23.591374,-89.0,660.6,1373.9,1527.0,98,999,5,0,21.15
275582,2026-07-23,10:23:09,46.770444,23.59138,-85.6,690.1,1386.2,1550.9,97,232,5,0,20.84
278027,2026-07-23,10:23:12,46.770444,23.591392,25.2,701.8,1376.7,1545.5,88,999,5,0,20.89
280474,2026-07-23,10:23:14,46.770444,23.5914,-36.4,766.1,1396.3,1593.0,93,999,5,0,20.93
283097,2026-07-23,10:23:17,46.770444,23.591409,9.1,666.0,1389.4,1540.8,89,999,5,0,21.03
285641,2026-07-23,10:23:20,46.770445,23.591415,53.0,702.1,1363.3,1534.4,86,999,5,0,20.94
287884,2026-07-23,10:23:22,46.770443,23.591423,-69.7,700.0,1408.1,1574.0,96,356,5,0,20.96
290277,2026-07-23,10:23:24,46.770443,23.591433,-33.0,701.8,1393.9,1560.9,93,148,5,0,20.77
292919,2026-07-23,10:23:27,46.770444,23.591441,46.4,735.3,1447.7,1624.4,86,999,5,0,21.0
295419,2026-07-23,10:23:29,46.770444,23.591448,86.9,678.4,1373.0,1533.9,83,999,5,0,20.87
301680,2026-07-23,10:23:36,46.770445,23.591455,-12.0,715.5,1357.6,1534.6,91,26,5,0,20.87
304160,2026-07-23,10:23:38,46.770444,23.591467,-97.7,680.6,1372.5,1535.1,98,999,5,0,20.83
306668,2026-07-23,10:23:41,46.770443,23.591476,-33.2,721.9,1418.0,1591.5,93,999,5,0,20.76
309046,2026-07-23,10:23:43,46.770444,23.591483,42.8,713.5,1382.9,1556.7,87,999,5,0,20.8
311452,2026-07-23,10:23:45,46.770444,23.59149,-58.0,717.4,1400.0,1574.2,95,999,5,0,20.65
313927,2026-07-23,10:23:48,46.770443,23.591498,-115.1,720.2,1400.9,1579.4,99,116,5,0,20.63
316282,2026-07-23,10:23:50,46.770442,23.591507,-39.4,721.8,1297.2,1485.0,93,999,5,0,20.71
318674,2026-07-23,10:23:53,46.770442,23.591518,116.8,716.5,1403.6,1580.2,81,999,5,0,20.65
321170,2026-07-23,10:23:55,46.770443,23.591526,62.8,682.1,1369.2,1531.0,85,999,5,0,20.73
323538,2026-07-23,10:23:57,46.770443,23.591535,-17.9,678.4,1381.6,1539.2,92,999,5,0,20.8
326064,2026-07-23,10:24:00,46.770443,23.591539,13.0,670.5,1350.3,1507.7,89,121,5,0,20.88
328333,2026-07-23,10:24:02,46.770443,23.591552,47.4,727.1,1425.0,1600.5,86,999,5,0,20.87
330847,2026-07-23,10:24:05,46.770444,23.591558,48.3,674.2,1394.1,1549.3,86,999,5,0,20.87
333342,2026-07-23,10:24:07,46.770444,23.591565,665.1,195.4,1304.5,1477.3,16,999,5,0,20.81
335732,2026-07-23,10:24:10,46.770465,23.591568,683.1,-212.9,1354.6,1531.9,-17,999,5,0,20.57
338214,2026-07-23,10:24:12,46.770463,23.591558,-199.3,-658.1,1309.7,1479.2,-107,245,5,0,20.62
340647,2026-07-23,10:24:15,46.770461,23.591551,-75.6,-608.9,1259.9,1401.3,-97,999,5,0,20.64
343037,2026-07-23,10:24:17,46.770461,23.59154,-98.4,-702.4,1478.8,1640.0,-98,999,5,0,20.46
345550,2026-07-23,10:24:19,46.77046,23.591534,-20.8,-647.7,1274.1,1429.4,-92,92,5,0,20.55
348010,2026-07-23,10:24:22,46.770461,23.591529,3.3,-707.3,1389.9,1559.5,-90,999,5,0,20.49
350405,2026-07-23,10:24:24,46.770461,23.591516,-3.3,-621.8,1297.0,1438.4,-90,999,5,0,20.6
352875,2026-07-23,10:24:27,46.770461,23.591511,-23.6,-677.0,1299.1,1465.1,-92,999,5,0,20.46
355344,2026-07-23,10:24:29,46.770461,23.591501,-63.2,-695.5,1402.1,1566.4,-95,242,5,0,20.53
357856,2026-07-23,10:24:32,46.770461,23.591492,18.6,-664.1,1306.5,1465.7,-88,999,5,0,20.69
360458,2026-07-23,10:24:34,46.770462,23.591482,-15.9,-754.0,1435.1,1621.2,-91,999,5,0,20.65
362915,2026-07-23,10:24:37,46.770461,23.591479,-48.8,-677.2,1282.4,1451.1,-94,73,5,0,20.54
365581,2026-07-23,10:24:39,46.770462,23.591464,-30.9,-718.9,1386.1,1561.7,-92,290,5,0,20.59
367997,2026-07-23,10:24:42,46.770461,23.591458,16.1,-669.4,1310.9,1472.0,-89,999,5,0,20.63
370344,2026-07-23,10:24:44,46.770461,23.591448,83.2,-696.8,1428.6,1591.6,-83,999,5,0,20.58
372771,2026-07-23,10:24:47,46.770463,23.591441,182.0,-715.9,1381.2,1566.3,-76,999,5,0,20.74
375130,2026-07-23,10:24:49,46.770464,23.591432,101.5,-707.6,1332.4,1512.1,-82,999,5,0,20.75
377668,2026-07-23,10:24:52,46.770465,23.591425,9.8,-699.8,1345.0,1516.2,-89,999,5,0,20.87
379914,2026-07-23,10:24:54,46.770465,23.591417,141.0,-729.7,1415.2,1598.5,-79,373,5,0,20.74
382496,2026-07-23,10:24:56,46.770465,23.59141,-109.4,-661.1,1305.8,1467.7,-99,190,5,0,20.76
384883,2026-07-23,10:24:59,46.770464,23.591398,-31.1,-701.2,1375.6,1544.3,-93,108,5,0,21.04
387211,2026-07-23,10:25:01,46.770465,23.591392,92.2,-680.0,1369.4,1531.7,-82,999,5,0,20.92
389716,2026-07-23,10:25:04,46.770466,23.591381,-18.5,-726.7,1466.1,1636.4,-91,999,5,0,20.77
392107,2026-07-23,10:25:06,46.770465,23.591374,-84.0,-678.1,1326.5,1492.1,-97,999,5,0,21.06
394443,2026-07-23,10:25:08,46.770464,23.591367,-170.2,-709.8,1381.0,1562.1,-103,93,5,0,20.95
396904,2026-07-23,10:25:11,46.770463,23.591357,-137.7,-733.1,1411.9,1596.9,-101,999,5,0,21.04
399353,2026-07-23,10:25:13,46.770463,23.591348,74.3,-732.1,1454.0,1629.6,-84,999,5,0,20.94
401652,2026-07-23,10:25:16,46.770464,23.591339,118.4,-690.2,1383.7,1550.8,-80,999,5,0,20.91
404077,2026-07-23,10:25:18,46.770464,23.591331,-4.9,-657.4,1379.1,1527.7,-90,288,5,0,21.04
406514,2026-07-23,10:25:20,46.770465,23.591328,157.2,-686.7,1439.7,1602.8,-77,999,5,0,20.97
409049,2026-07-23,10:25:23,46.770465,23.591314,-31.6,-662.7,1317.3,1474.9,-93,999,5,0,20.99
411475,2026-07-23,10:25:25,46.770464,23.591309,-56.3,-711.9,1395.2,1567.4,-95,999,5,0,20.96
413971,2026-07-23,10:25:28,46.770465,23.591298,81.8,-713.1,1344.1,1523.7,-83,999,5,0,21.08
416388,2026-07-23,10:25:30,46.770465,23.591291,85.7,-711.0,1381.9,1556.5,-83,71,5,0,21.12
418763,2026-07-23,10:25:33,46.770466,23.591282,-28.6,-746.0,1423.5,1607.4,-92,172,5,0,21.16
421198,2026-07-23,10:25:35,46.770464,23.591272,-110.3,-702.2,1391.7,1562.7,-99,999,5,0,21.02
423717,2026-07-23,10:25:38,46.770463,23.591265,-175.5,-671.0,1364.8,1530.9,-105,999,5,0,20.98
426301,2026-07-23,10:25:40,46.770462,23.591259,-34.5,-741.0,1422.4,1604.2,-93,999,5,0,20.99
428660,2026-07-23,10:25:43,46.770461,23.591247,-95.0,-648.9,1315.5,1469.9,-98,999,5,0,21.07
431128,2026-07-23,10:25:45,46.770461,23.591242,-16.1,-727.5,1363.6,1545.6,-91,999,5,0,21.13
433454,2026-07-23,10:25:47,46.770462,23.591231,63.2,-640.7,1297.3,1448.3,-84,999,5,0,20.83
436033,2026-07-23,10:25:50,46.770462,23.591223,146.4,-705.5,1414.1,1587.0,-78,323,5,0,20.86
438514,2026-07-23,10:25:52,46.770463,23.591217,123.0,-691.0,1346.4,1518.3,-80,999,5,0,20.9
440880,2026-07-23,10:25:55,46.770464,23.591207,656.4,-204.8,1385.2,1546.4,-17,999,5,0,20.85
443326,2026-07-23,10:25:57,46.770482,23.591207,670.3,194.8,1376.3,1543.2,16,999,5,0,20.67
445761,2026-07-23,10:26:00,46.770483,23.591215,53.4,718.9,1381.8,1558.5,86,999,5,0,20.78
448114,2026-07-23,10:26:02,46.770483,23.591226,19.4,737.4,1424.7,1604.3,88,344,5,0,20.78
450577,2026-07-23,10:26:04,46.770483,23.59123,75.5,725.5,1413.7,1590.8,84,999,5,0,20.67
452951,2026-07-23,10:26:07,46.770483,23.59124,-57.6,628.6,1338.9,1480.3,95,163,5,0,20.92
455526,2026-07-23,10:26:09,46.770483,23.591248,-78.7,749.3,1455.0,1638.5,96,999,5,0,20.78
457928,2026-07-23,10:26:12,46.770483,23.591258,-132.4,659.2,1346.7,1505.2,101,258,5,0,20.98
460460,2026-07-23,10:26:14,46.770482,23.591265,-139.2,728.5,1484.9,1659.9,101,999,5,0,20.77
462786,2026-07-23,10:26:17,46.770481,23.591275,-81.2,633.8,1282.2,1432.6,97,999,5,0,21.06
465393,2026-07-23,10:26:19,46.770481,23.591284,-64.7,741.9,1464.0,1642.5,95,999,5,0,21.01
467746,2026-07-23,10:26:22,46.770481,23.591289,16.0,750.7,1431.0,1616.1,89,191,5,0,21.12
470205,2026-07-23,10:26:24,46.770482,23.591299,149.8,672.6,1363.5,1527.8,77,106,5,0,21.12
472647,2026-07-23,10:26:27,46.770483,23.591306,184.3,670.4,1412.1,1574.0,75,999,5,0,21.04
475104,2026-07-23,10:26:29,46.770484,23.591315,145.9,698.5,1402.1,1573.3,78,999,5,0,20.84
477616,2026-07-23,10:26:32,46.770485,23.591322,86.2,692.1,1358.7,1527.2,83,999,5,0,20.99
480043,2026-07-23,10:26:34,46.770485,23.591332,20.3,779.0,1467.1,1661.2,89,999,5,0,20.86
482392,2026-07-23,10:26:36,46.770486,23.59134,95.2,674.7,1293.4,1461.9,82,999,5,0,20.98
484977,2026-07-23,10:26:39,46.770486,23.59135,93.2,752.5,1485.8,1668.1,83,999,5,0,20.8
487414,2026-07-23,10:26:41,46.770487,23.591358,-47.7,734.4,1356.1,1543.0,94,362,5,0,20.77
489922,2026-07-23,10:26:44,46.770486,23.591366,-30.2,722.3,1365.1,1544.7,92,999,5,0,20.83
492423,2026-07-23,10:26:46,46.770486,23.591375,49.7,754.4,1408.7,1598.7,86,999,5,0,20.7
494753,2026-07-23,10:26:49,46.770486,23.591383,118.2,657.2,1301.3,1462.7,80,302,5,0,20.95
497148,2026-07-23,10:26:51,46.770486,23.591391,63.8,728.6,1492.9,1662.4,85,999,5,0,20.79
499537,2026-07-23,10:26:53,46.770486,23.591399,-44.3,658.5,1323.1,1478.6,94,999,5,0,20.81
502189,2026-07-23,10:26:56,46.770486,23.591407,-160.6,704.5,1411.4,1585.6,103,999,5,0,20.89
504546,2026-07-23,10:26:58,46.770484,23.591418,-14.0,693.9,1338.6,1507.8,91,999,5,0,20.73
507031,2026-07-23,10:27:01,46.770485,23.591426,-107.1,721.6,1430.2,1605.5,98,999,5,0,20.6
509647,2026-07-23,10:27:04,46.770484,23.591435,-145.0,652.9,1376.6,1530.4,103,999,5,0,20.77
512128,2026-07-23,10:27:06,46.770483,23.591444,108.0,707.1,1379.3,1553.7,81,999,5,0,20.63
514678,2026-07-23,10:27:09,46.770484,23.59145,-127.2,697.9,1323.7,1501.8,100,999,5,0,20.64
517061,2026-07-23,10:27:11,46.770481,23.591459,-242.2,703.6,1460.4,1639.1,109,999,5,0,20.55
519431,2026-07-23,10:27:13,46.770481,23.591468,-92.3,629.5,1278.2,1427.8,98,999,5,0,20.49
521863,2026-07-23,10:27:16,46.77048,23.591473,-41.1,708.4,1382.8,1554.2,93,999,5,0,20.6
524385,2026-07-23,10:27:18,46.77048,23.591485,-10.7,636.4,1250.3,1403.0,91,999,5,0,20.68
526897,2026-07-23,10:27:21,46.770481,23.591495,-31.2,722.2,1470.7,1638.7,92,999,5,0,20.57
529295,2026-07-23,10:27:23,46.770479,23.5915,-124.3,696.1,1350.0,1524.0,100,999,5,0,20.57
531755,2026-07-23,10:27:26,46.770478,23.591509,16.2,679.9,1365.6,1525.6,89,999,5,0,20.39
534003,2026-07-23,10:27:28,46.77048,23.591515,81.2,730.4,1449.5,1625.1,84,999,5,0,20.48
536529,2026-07-23,10:27:30,46.770479,23.591525,-35.6,686.3,1307.7,1477.3,93,999,5,0,20.6
538809,2026-07-23,10:27:33,46.770479,23.591534,198.8,751.2,1477.6,1669.5,75,999,5,0,20.47
541434,2026-07-23,10:27:35,46.770483,23.591545,158.0,653.4,1336.6,1496.1,76,999,5,0,20.52
544013,2026-07-23,10:27:38,46.770482,23.59155,18.5,707.5,1458.8,1621.4,89,999,5,0,20.58
546362,2026-07-23,10:27:40,46.770483,23.591559,60.9,707.3,1307.1,1487.4,85,999,5,0,20.54
548851,2026-07-23,10:27:43,46.770484,23.591567,677.5,180.2,1402.0,1567.5,15,999,5,0,20.73
551354,2026-07-23,10:27:45,46.770503,23.591567,686.0,-125.7,1351.1,1520.4,-10,999,5,0,20.57
553597,2026-07-23,10:27:48,46.770503,23.59156,113.7,-708.3,1354.6,1532.8,-81,999,5,0,20.52
556025,2026-07-23,10:27:50,46.770503,23.591551,60.6,-713.1,1375.9,1550.9,-85,393,5,0,20.47
558477,2026-07-23,10:27:52,46.770504,23.591542,-54.7,-666.5,1324.3,1483.6,-95,182,5,0,20.48
560979,2026-07-23,10:27:55,46.770503,23.591535,-10.2,-660.0,1299.3,1457.4,-91,999,5,0,20.32
563302,2026-07-23,10:27:57,46.770504,23.591523,94.0,-628.1,1355.9,1497.3,-81,371,5,0,20.54
565721,2026-07-23,10:28:00,46.770505,23.591515,27.4,-704.0,1415.7,1581.3,-88,999,5,0,20.49
568108,2026-07-23,10:28:02,46.770505,23.59151,-57.0,-681.9,1377.4,1538.0,-95,999,5,0,20.47
570698,2026-07-23,10:28:05,46.770505,23.5915,101.2,-730.3,1404.4,1586.2,-82,999,5,0,20.51
573067,2026-07-23,10:28:07,46.770507,23.591492,110.7,-736.6,1436.8,1618.4,-81,999,5,0,20.55
575365,2026-07-23,10:28:09,46.770506,23.591484,27.6,-633.9,1296.2,1443.1,-88,999,5,0,20.47
577760,2026-07-23,10:28:12,46.770505,23.591475,-87.1,-721.1,1420.7,1595.6,-97,58,5,0,20.4
580189,2026-07-23,10:28:14,46.770505,23.591466,-95.9,-654.7,1312.0,1469.4,-98,999,5,0,20.5
582532,2026-07-23,10:28:16,46.770504,23.59146,-40.5,-714.3,1408.5,1579.8,-93,999,5,0,20.47
584966,2026-07-23,10:28:19,46.770505,23.591448,125.7,-701.9,1326.1,1505.7,-80,999,5,0,20.51
587259,2026-07-23,10:28:21,46.770505,23.591443,-52.4,-712.5,1363.1,1539.0,-94,999,5,0,20.67
589749,2026-07-23,10:28:24,46.770505,23.591433,-76.0,-710.6,1358.3,1534.8,-96,999,5,0,20.51
592221,2026-07-23,10:28:26,46.770504,23.591423,-122.9,-709.3,1383.2,1559.3,-100,999,5,0,20.59
594764,2026-07-23,10:28:29,46.770503,23.591417,-58.6,-699.4,1396.0,1562.5,-95,101,5,0,20.63
597143,2026-07-23,10:28:31,46.770503,23.591407,-57.9,-667.7,1346.5,1504.1,-95,999,5,0,20.81
599688,2026-07-23,10:28:34,46.770503,23.591398,-73.8,-707.6,1363.8,1538.2,-96,999,5,0,20.83
